45.83474325000,,"0",576350.80900300003,3851989.42672999995,"38",34.80728404100,"0512352026"
45.83488100400,,"0",576363.36840899999,3851994.42984999996,"38",34.80732821100,"0512352026"
45.83507844100,,"0",576381.44600600004,3851992.37557000015,"38",34.80730833200,"0512352026"
45.83540983200,,"0",576411.71227400005,3851998.10146000003,"38",34.80735769000,"0512352026"
45.83553012700,,"0",576422.70017600001,3852000.02994999988,"38",34.80737425400,"0512352026"
45.83567943500,,"0",576436.34880299994,3852001.14494000003,"38",34.80738328300,"0512352026"
45.83590143600,,"0",576456.62435199996,3852004.97928000009,"38",34.80741633400,"0512352026"
45.83599811300,,"0",576465.47729099996,3852003.84593999991,"38",34.80740545000,"0512352026"
45.83593044900,,"0",576459.49849599996,3851978.54185000015,"38",34.80717773800,"0512352026"
45.83565426800,,"0",576434.37607400003,3851961.57985999994,"38",34.80702668200,"0512352026"
45.83553380700,,"0",576423.26031399996,3851973.18086000020,"38",34.80713212000,"0512352026"
45.83508960000,,"0",576382.76208699995,3851956.88232999993,"38",34.80698819900,"0512352026"
45.83499401300,,"0",576373.97603000002,3851961.95741999988,"38",34.80703461900,"0512352026"
45.83497557600,,"0",576372.65274000005,3851918.29441000009,"38",34.80664101900,"0512352026"
45.83533831900,,"0",576405.82070399995,3851919.99429999990,"38",34.80665385800,"0512352026"
45.83564870300,,"0",576434.17388500005,3851924.72206000006,"38",34.80669435900,"0512352026"
45.83600818400,,"0",576466.86023500003,3851948.41573000001,"38",34.80690554500,"0512352026"
45.83619307200,,"0",576483.82238599996,3851942.47769000009,"38",34.80685072900,"0512352026"
45.83614459400,,"0",576479.48728300002,3851930.54141000006,"38",34.80674342800,"0512352026"
45.83654336600,,"0",576515.43498999998,3851994.14791999990,"38",34.80731425200,"0512352026"
45.83669533600,,"0",576529.74034000002,3851945.69451999990,"38",34.80687628400,"0512352026"
45.83675002600,,"0",576534.87128900003,3851930.32111999998,"38",34.80673728000,"0512352026"
45.83657897100,,"0",576519.24757999997,3851927.48647999996,"38",34.80671289500,"0512352026"
45.83663478600,,"0",576524.68124800001,3851888.14125999995,"38",34.80635772000,"0512352026"
45.83655725600,,"0",576517.75644300005,3851868.06615999993,"38",34.80617722800,"0512352026"
45.83692681500,,"0",576551.66011299996,3851856.33040999994,"38",34.80606886100,"0512352026"
45.83718999400,,"0",576575.89355100004,3851837.28958000010,"38",34.80589535200,"0512352026"
45.83702601000,,"0",576561.28385200002,3851790.40671999985,"38",34.80547371900,"0512352026"
45.83651451500,,"0",576514.12584400002,3851834.56814000010,"38",34.80587545700,"0512352026"
45.83583771000,,"0",576452.01793300000,3851858.13131000008,"38",34.80609258600,"0512352026"
45.83525674000,,"0",576399.04325500003,3851837.67604999989,"38",34.80591212200,"0512352026"
45.83513643800,,"0",576388.37377900002,3851797.37630000012,"38",34.80554954900,"0512352026"
45.83564609500,,"0",576434.91817700001,3851806.66942999978,"38",34.80562985000,"0512352026"
45.83587659500,,"0",576455.98736999999,3851808.61235000007,"38",34.80564578700,"0512352026"
45.83527933100,,"0",576401.88811800000,3851744.14826000016,"38",34.80506859000,"0512352026"
45.83536745000,,"0",576410.01316199999,3851736.43948000018,"38",34.80499847200,"0512352026"
45.83553492900,,"0",576425.32630399999,3851737.32785000000,"38",34.80500533300,"0512352026"
45.83567321600,,"0",576437.95758499997,3851739.59176000021,"38",34.80502479800,"0512352026"
45.83691815100,,"0",576551.49699300004,3851780.84288999997,"38",34.80538822000,"0512352026"
45.83711753100,,"0",576570.00535999995,3851748.50632000016,"38",34.80509525700,"0512352026"
45.84274636600,,"0",577061.93737299996,3854484.52332000015,"38",34.82972808500,"05120001"
45.84248273200,,"0",577037.75319900003,3854493.42858000007,"38",34.82981021300,"05120001"
45.84240912800,,"0",577030.82691399998,3854516.67125000013,"38",34.83002031000,"05120001"
45.84488777000,,"0",577256.59063700004,3854624.45705999993,"38",34.83097506300,"05120001"
45.84533875000,,"0",577297.58446000004,3854653.86016000016,"38",34.83123706800,"05120001"
45.84520765900,,"0",577285.31896399998,3854686.78215999994,"38",34.83153484800,"05120001"
45.84474065500,,"0",577242.60951200000,3854687.10888000019,"38",34.83154103800,"05120001"
45.84491895700,,"0",577258.70764499996,3854711.71559000015,"38",34.83176168700,"05120001"
45.84460463900,,"0",577229.90265199996,3854718.98859999981,"38",34.83182945300,"05120001"
45.84489097800,,"0",577255.92701800005,3854738.07187000010,"38",34.83199954500,"05120001"
45.84473002600,,"0",577241.07046199997,3854754.44167000009,"38",34.83214827500,"05120001"
45.84453952400,,"0",577223.47647800006,3854774.99319999991,"38",34.83233491800,"05120001"
45.84454180400,,"0",577224.02597099997,3854734.49402000010,"38",34.83196970700,"05120001"
45.84438108200,,"0",577209.24785599997,3854744.05052000005,"38",34.83205699700,"05120001"
45.84416266700,,"0",577189.44137100002,3854724.20047000004,"38",34.83187951800,"05120001"
45.84388507400,,"0",577163.91112299997,3854741.43114000000,"38",34.83203681900,"05120001"
45.84360583800,,"0",577138.36231200001,3854743.01599999983,"38",34.83205304700,"05120001"
45.84354176900,,"0",577132.46293899999,3854747.82147999993,"38",34.83209682400,"05120001"
45.84361898100,,"0",577139.34058099997,3854769.60486999992,"38",34.83229271700,"05120001"
45.84387778700,,"0",577163.00458900002,3854769.97638999997,"38",34.83229427200,"05120001"
